path,filename,reviewed_label,split_before_grouping,split,parent_group,parent_path
/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g22_c04.avi,v_CleanAndJerk_g22_c04.avi,clean_and_jerk,dev,train,g22,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g22_c04.avi
/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g01_c01.avi,v_CleanAndJerk_g01_c01.avi,clean_and_jerk,test,train,g01,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g01_c01.avi
/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g04_c05.avi,v_CleanAndJerk_g04_c05.avi,clean_and_jerk,train,test,g04,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g04_c05.avi
/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g12_c06.avi,v_CleanAndJerk_g12_c06.avi,clean_and_jerk,train,train,g12,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g12_c06.avi
/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g19_c01.avi,v_CleanAndJerk_g19_c01.avi,clean_and_jerk,train,dev,g19,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g19_c01.avi
/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g24_c02.avi,v_CleanAndJerk_g24_c02.avi,clean_and_jerk,train,train,g24,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g24_c02.avi
/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g21_c02.avi,v_CleanAndJerk_g21_c02.avi,clean_and_jerk,train,test,g21,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g21_c02.avi
/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g09_c01.avi,v_CleanAndJerk_g09_c01.avi,clean_and_jerk,dev,train,g09,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g09_c01.avi
/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g03_c05.avi,v_CleanAndJerk_g03_c05.avi,clean_and_jerk,train,train,g03,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g03_c05.avi
/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g07_c05.avi,v_CleanAndJerk_g07_c05.avi,clean_and_jerk,train,train,g07,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g07_c05.avi
/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g15_c02.avi,v_CleanAndJerk_g15_c02.avi,clean_and_jerk,train,test,g15,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g15_c02.avi
/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g21_c01.avi,v_CleanAndJerk_g21_c01.avi,clean_and_jerk,train,test,g21,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g21_c01.avi
/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g14_c04.avi,v_CleanAndJerk_g14_c04.avi,clean_and_jerk,train,test,g14,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g14_c04.avi
/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g05_c04.avi,v_CleanAndJerk_g05_c04.avi,clean_and_jerk,train,dev,g05,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g05_c04.avi
/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g20_c02.avi,v_CleanAndJerk_g20_c02.avi,clean_and_jerk,train,train,g20,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g20_c02.avi
/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g19_c02.avi,v_CleanAndJerk_g19_c02.avi,clean_and_jerk,train,dev,g19,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g19_c02.avi
/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g18_c02.avi,v_CleanAndJerk_g18_c02.avi,clean_and_jerk,train,train,g18,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g18_c02.avi
/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g04_c02.avi,v_CleanAndJerk_g04_c02.avi,clean_and_jerk,train,test,g04,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g04_c02.avi
/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g07_c04.avi,v_CleanAndJerk_g07_c04.avi,clean_and_jerk,train,train,g07,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g07_c04.avi
/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g11_c02.avi,v_CleanAndJerk_g11_c02.avi,clean_and_jerk,test,train,g11,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g11_c02.avi
/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g03_c02.avi,v_CleanAndJerk_g03_c02.avi,clean_and_jerk,train,train,g03,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g03_c02.avi
/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g08_c02.avi,v_CleanAndJerk_g08_c02.avi,clean_and_jerk,train,train,g08,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g08_c02.avi
/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g13_c02.avi,v_CleanAndJerk_g13_c02.avi,clean_and_jerk,test,train,g13,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g13_c02.avi
/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g14_c06.avi,v_CleanAndJerk_g14_c06.avi,clean_and_jerk,train,test,g14,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g14_c06.avi
/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g07_c02.avi,v_CleanAndJerk_g07_c02.avi,clean_and_jerk,train,train,g07,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g07_c02.avi
/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g18_c04.avi,v_CleanAndJerk_g18_c04.avi,clean_and_jerk,train,train,g18,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g18_c04.avi
/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g02_c02.avi,v_CleanAndJerk_g02_c02.avi,clean_and_jerk,train,dev,g02,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g02_c02.avi
/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g25_c02.avi,v_CleanAndJerk_g25_c02.avi,clean_and_jerk,dev,train,g25,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g25_c02.avi
/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g16_c02.avi,v_CleanAndJerk_g16_c02.avi,clean_and_jerk,test,train,g16,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g16_c02.avi
/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g09_c04.avi,v_CleanAndJerk_g09_c04.avi,clean_and_jerk,dev,train,g09,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g09_c04.avi
/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g08_c04.avi,v_CleanAndJerk_g08_c04.avi,clean_and_jerk,train,train,g08,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g08_c04.avi
/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g04_c03.avi,v_CleanAndJerk_g04_c03.avi,clean_and_jerk,train,test,g04,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g04_c03.avi
/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g24_c04.avi,v_CleanAndJerk_g24_c04.avi,clean_and_jerk,train,train,g24,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g24_c04.avi
/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g08_c03.avi,v_CleanAndJerk_g08_c03.avi,clean_and_jerk,train,train,g08,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g08_c03.avi
/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g02_c04.avi,v_CleanAndJerk_g02_c04.avi,clean_and_jerk,train,dev,g02,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g02_c04.avi
/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g10_c04.avi,v_CleanAndJerk_g10_c04.avi,clean_and_jerk,train,dev,g10,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g10_c04.avi
