label,name,size,copies,labels_in_group,parent,path
push_up,v_PushUps_g12_c03.avi,202124,2,push_up,PushUps,/Users/josephkamil/Desktop/Capstone/PushUps/v_PushUps_g12_c03.avi
push_up,v_PushUps_g12_c03.avi,202124,2,push_up,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_PushUps_g12_c03.avi
push_up,v_PushUps_g12_c02.avi,218402,2,push_up,PushUps,/Users/josephkamil/Desktop/Capstone/PushUps/v_PushUps_g12_c02.avi
push_up,v_PushUps_g12_c02.avi,218402,2,push_up,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_PushUps_g12_c02.avi
push_up,v_PushUps_g02_c02.avi,197190,2,push_up,PushUps,/Users/josephkamil/Desktop/Capstone/PushUps/v_PushUps_g02_c02.avi
push_up,v_PushUps_g02_c02.avi,197190,2,push_up,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_PushUps_g02_c02.avi
push_up,v_PushUps_g07_c02.avi,230198,2,push_up,PushUps,/Users/josephkamil/Desktop/Capstone/PushUps/v_PushUps_g07_c02.avi
push_up,v_PushUps_g07_c02.avi,230198,2,push_up,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_PushUps_g07_c02.avi
push_up,v_PushUps_g17_c02.avi,217236,2,push_up,PushUps,/Users/josephkamil/Desktop/Capstone/PushUps/v_PushUps_g17_c02.avi
push_up,v_PushUps_g17_c02.avi,217236,2,push_up,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_PushUps_g17_c02.avi
push_up,v_PushUps_g20_c04.avi,270416,2,push_up,PushUps,/Users/josephkamil/Desktop/Capstone/PushUps/v_PushUps_g20_c04.avi
push_up,v_PushUps_g20_c04.avi,270416,2,push_up,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_PushUps_g20_c04.avi
push_up,v_PushUps_g21_c01.avi,243334,2,push_up,PushUps,/Users/josephkamil/Desktop/Capstone/PushUps/v_PushUps_g21_c01.avi
push_up,v_PushUps_g21_c01.avi,243334,2,push_up,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_PushUps_g21_c01.avi
push_up,v_PushUps_g17_c03.avi,208552,2,push_up,PushUps,/Users/josephkamil/Desktop/Capstone/PushUps/v_PushUps_g17_c03.avi
push_up,v_PushUps_g17_c03.avi,208552,2,push_up,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_PushUps_g17_c03.avi
push_up,v_PushUps_g07_c03.avi,240188,2,push_up,PushUps,/Users/josephkamil/Desktop/Capstone/PushUps/v_PushUps_g07_c03.avi
push_up,v_PushUps_g07_c03.avi,240188,2,push_up,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_PushUps_g07_c03.avi
push_up,v_PushUps_g17_c01.avi,230528,2,push_up,PushUps,/Users/josephkamil/Desktop/Capstone/PushUps/v_PushUps_g17_c01.avi
push_up,v_PushUps_g17_c01.avi,230528,2,push_up,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_PushUps_g17_c01.avi
push_up,v_PushUps_g07_c01.avi,229740,2,push_up,PushUps,/Users/josephkamil/Desktop/Capstone/PushUps/v_PushUps_g07_c01.avi
push_up,v_PushUps_g07_c01.avi,229740,2,push_up,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_PushUps_g07_c01.avi
push_up,v_PushUps_g21_c03.avi,378248,2,push_up,PushUps,/Users/josephkamil/Desktop/Capstone/PushUps/v_PushUps_g21_c03.avi
push_up,v_PushUps_g21_c03.avi,378248,2,push_up,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_PushUps_g21_c03.avi
push_up,v_PushUps_g06_c04.avi,117662,2,push_up,PushUps,/Users/josephkamil/Desktop/Capstone/PushUps/v_PushUps_g06_c04.avi
push_up,v_PushUps_g06_c04.avi,117662,2,push_up,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_PushUps_g06_c04.avi
push_up,v_PushUps_g16_c04.avi,89688,2,push_up,PushUps,/Users/josephkamil/Desktop/Capstone/PushUps/v_PushUps_g16_c04.avi
push_up,v_PushUps_g16_c04.avi,89688,2,push_up,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_PushUps_g16_c04.avi
push_up,v_PushUps_g21_c02.avi,436934,2,push_up,PushUps,/Users/josephkamil/Desktop/Capstone/PushUps/v_PushUps_g21_c02.avi
push_up,v_PushUps_g21_c02.avi,436934,2,push_up,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_PushUps_g21_c02.avi
push_up,v_PushUps_g17_c04.avi,212260,2,push_up,PushUps,/Users/josephkamil/Desktop/Capstone/PushUps/v_PushUps_g17_c04.avi
push_up,v_PushUps_g17_c04.avi,212260,2,push_up,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_PushUps_g17_c04.avi
push_up,v_PushUps_g07_c04.avi,220056,2,push_up,PushUps,/Users/josephkamil/Desktop/Capstone/PushUps/v_PushUps_g07_c04.avi
push_up,v_PushUps_g07_c04.avi,220056,2,push_up,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_PushUps_g07_c04.avi
push_up,v_PushUps_g20_c03.avi,266362,2,push_up,PushUps,/Users/josephkamil/Desktop/Capstone/PushUps/v_PushUps_g20_c03.avi
push_up,v_PushUps_g20_c03.avi,266362,2,push_up,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_PushUps_g20_c03.avi
push_up,v_PushUps_g06_c01.avi,148356,2,push_up,PushUps,/Users/josephkamil/Desktop/Capstone/PushUps/v_PushUps_g06_c01.avi
push_up,v_PushUps_g06_c01.avi,148356,2,push_up,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_PushUps_g06_c01.avi
push_up,v_PushUps_g16_c01.avi,208476,2,push_up,PushUps,/Users/josephkamil/Desktop/Capstone/PushUps/v_PushUps_g16_c01.avi
push_up,v_PushUps_g16_c01.avi,208476,2,push_up,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_PushUps_g16_c01.avi
push_up,v_PushUps_g20_c02.avi,262366,2,push_up,PushUps,/Users/josephkamil/Desktop/Capstone/PushUps/v_PushUps_g20_c02.avi
push_up,v_PushUps_g20_c02.avi,262366,2,push_up,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_PushUps_g20_c02.avi
push_up,v_PushUps_g16_c02.avi,217110,2,push_up,PushUps,/Users/josephkamil/Desktop/Capstone/PushUps/v_PushUps_g16_c02.avi
push_up,v_PushUps_g16_c02.avi,217110,2,push_up,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_PushUps_g16_c02.avi
push_up,v_PushUps_g06_c02.avi,135706,2,push_up,PushUps,/Users/josephkamil/Desktop/Capstone/PushUps/v_PushUps_g06_c02.avi
push_up,v_PushUps_g06_c02.avi,135706,2,push_up,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_PushUps_g06_c02.avi
push_up,v_PushUps_g06_c03.avi,146388,2,push_up,PushUps,/Users/josephkamil/Desktop/Capstone/PushUps/v_PushUps_g06_c03.avi
push_up,v_PushUps_g06_c03.avi,146388,2,push_up,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_PushUps_g06_c03.avi
push_up,v_PushUps_g16_c03.avi,101980,2,push_up,PushUps,/Users/josephkamil/Desktop/Capstone/PushUps/v_PushUps_g16_c03.avi
push_up,v_PushUps_g16_c03.avi,101980,2,push_up,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_PushUps_g16_c03.avi
push_up,v_PushUps_g20_c01.avi,283674,2,push_up,PushUps,/Users/josephkamil/Desktop/Capstone/PushUps/v_PushUps_g20_c01.avi
push_up,v_PushUps_g20_c01.avi,283674,2,push_up,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_PushUps_g20_c01.avi
push_up,v_PushUps_g21_c04.avi,288854,2,push_up,PushUps,/Users/josephkamil/Desktop/Capstone/PushUps/v_PushUps_g21_c04.avi
push_up,v_PushUps_g21_c04.avi,288854,2,push_up,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_PushUps_g21_c04.avi
push_up,v_PushUps_g05_c04.avi,421476,2,push_up,PushUps,/Users/josephkamil/Desktop/Capstone/PushUps/v_PushUps_g05_c04.avi
push_up,v_PushUps_g05_c04.avi,421476,2,push_up,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_PushUps_g05_c04.avi
push_up,v_PushUps_g15_c04.avi,274118,2,push_up,PushUps,/Users/josephkamil/Desktop/Capstone/PushUps/v_PushUps_g15_c04.avi
push_up,v_PushUps_g15_c04.avi,274118,2,push_up,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_PushUps_g15_c04.avi
push_up,v_PushUps_g14_c01.avi,228960,2,push_up,PushUps,/Users/josephkamil/Desktop/Capstone/PushUps/v_PushUps_g14_c01.avi
push_up,v_PushUps_g14_c01.avi,228960,2,push_up,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_PushUps_g14_c01.avi
push_up,v_PushUps_g04_c01.avi,247556,2,push_up,PushUps,/Users/josephkamil/Desktop/Capstone/PushUps/v_PushUps_g04_c01.avi
push_up,v_PushUps_g04_c01.avi,247556,2,push_up,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_PushUps_g04_c01.avi
push_up,v_PushUps_g22_c03.avi,181566,2,push_up,PushUps,/Users/josephkamil/Desktop/Capstone/PushUps/v_PushUps_g22_c03.avi
push_up,v_PushUps_g22_c03.avi,181566,2,push_up,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_PushUps_g22_c03.avi
push_up,v_PushUps_g22_c02.avi,318262,2,push_up,PushUps,/Users/josephkamil/Desktop/Capstone/PushUps/v_PushUps_g22_c02.avi
push_up,v_PushUps_g22_c02.avi,318262,2,push_up,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_PushUps_g22_c02.avi
push_up,v_PushUps_g04_c02.avi,258386,2,push_up,PushUps,/Users/josephkamil/Desktop/Capstone/PushUps/v_PushUps_g04_c02.avi
push_up,v_PushUps_g04_c02.avi,258386,2,push_up,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_PushUps_g04_c02.avi
push_up,v_PushUps_g14_c02.avi,216398,2,push_up,PushUps,/Users/josephkamil/Desktop/Capstone/PushUps/v_PushUps_g14_c02.avi
push_up,v_PushUps_g14_c02.avi,216398,2,push_up,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_PushUps_g14_c02.avi
push_up,v_PushUps_g22_c01.avi,172544,2,push_up,PushUps,/Users/josephkamil/Desktop/Capstone/PushUps/v_PushUps_g22_c01.avi
push_up,v_PushUps_g22_c01.avi,172544,2,push_up,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_PushUps_g22_c01.avi
push_up,v_PushUps_g14_c03.avi,220060,2,push_up,PushUps,/Users/josephkamil/Desktop/Capstone/PushUps/v_PushUps_g14_c03.avi
push_up,v_PushUps_g14_c03.avi,220060,2,push_up,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_PushUps_g14_c03.avi
push_up,v_PushUps_g04_c03.avi,292542,2,push_up,PushUps,/Users/josephkamil/Desktop/Capstone/PushUps/v_PushUps_g04_c03.avi
push_up,v_PushUps_g04_c03.avi,292542,2,push_up,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_PushUps_g04_c03.avi
push_up,v_PushUps_g23_c04.avi,221610,2,push_up,PushUps,/Users/josephkamil/Desktop/Capstone/PushUps/v_PushUps_g23_c04.avi
push_up,v_PushUps_g23_c04.avi,221610,2,push_up,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_PushUps_g23_c04.avi
push_up,v_PushUps_g15_c02.avi,259136,2,push_up,PushUps,/Users/josephkamil/Desktop/Capstone/PushUps/v_PushUps_g15_c02.avi
push_up,v_PushUps_g15_c02.avi,259136,2,push_up,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_PushUps_g15_c02.avi
push_up,v_PushUps_g05_c02.avi,426060,2,push_up,PushUps,/Users/josephkamil/Desktop/Capstone/PushUps/v_PushUps_g05_c02.avi
push_up,v_PushUps_g05_c02.avi,426060,2,push_up,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_PushUps_g05_c02.avi
push_up,v_PushUps_g22_c04.avi,272144,2,push_up,PushUps,/Users/josephkamil/Desktop/Capstone/PushUps/v_PushUps_g22_c04.avi
push_up,v_PushUps_g22_c04.avi,272144,2,push_up,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_PushUps_g22_c04.avi
push_up,v_PushUps_g05_c03.avi,423902,2,push_up,PushUps,/Users/josephkamil/Desktop/Capstone/PushUps/v_PushUps_g05_c03.avi
push_up,v_PushUps_g05_c03.avi,423902,2,push_up,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_PushUps_g05_c03.avi
push_up,v_PushUps_g15_c03.avi,249688,2,push_up,PushUps,/Users/josephkamil/Desktop/Capstone/PushUps/v_PushUps_g15_c03.avi
push_up,v_PushUps_g15_c03.avi,249688,2,push_up,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_PushUps_g15_c03.avi
push_up,v_PushUps_g23_c01.avi,238150,2,push_up,PushUps,/Users/josephkamil/Desktop/Capstone/PushUps/v_PushUps_g23_c01.avi
push_up,v_PushUps_g23_c01.avi,238150,2,push_up,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_PushUps_g23_c01.avi
push_up,v_PushUps_g23_c03.avi,229034,2,push_up,PushUps,/Users/josephkamil/Desktop/Capstone/PushUps/v_PushUps_g23_c03.avi
push_up,v_PushUps_g23_c03.avi,229034,2,push_up,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_PushUps_g23_c03.avi
push_up,v_PushUps_g05_c01.avi,424990,2,push_up,PushUps,/Users/josephkamil/Desktop/Capstone/PushUps/v_PushUps_g05_c01.avi
push_up,v_PushUps_g05_c01.avi,424990,2,push_up,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_PushUps_g05_c01.avi
push_up,v_PushUps_g15_c01.avi,307956,2,push_up,PushUps,/Users/josephkamil/Desktop/Capstone/PushUps/v_PushUps_g15_c01.avi
push_up,v_PushUps_g15_c01.avi,307956,2,push_up,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_PushUps_g15_c01.avi
push_up,v_PushUps_g14_c04.avi,201906,2,push_up,PushUps,/Users/josephkamil/Desktop/Capstone/PushUps/v_PushUps_g14_c04.avi
push_up,v_PushUps_g14_c04.avi,201906,2,push_up,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_PushUps_g14_c04.avi
push_up,v_PushUps_g04_c04.avi,333440,2,push_up,PushUps,/Users/josephkamil/Desktop/Capstone/PushUps/v_PushUps_g04_c04.avi
push_up,v_PushUps_g04_c04.avi,333440,2,push_up,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_PushUps_g04_c04.avi
push_up,v_PushUps_g04_c05.avi,357752,2,push_up,PushUps,/Users/josephkamil/Desktop/Capstone/PushUps/v_PushUps_g04_c05.avi
push_up,v_PushUps_g04_c05.avi,357752,2,push_up,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_PushUps_g04_c05.avi
push_up,v_PushUps_g23_c02.avi,228568,2,push_up,PushUps,/Users/josephkamil/Desktop/Capstone/PushUps/v_PushUps_g23_c02.avi
push_up,v_PushUps_g23_c02.avi,228568,2,push_up,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_PushUps_g23_c02.avi
bench_press,v_BenchPress_g24_c04.avi,496318,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/BenchPress/v_BenchPress_g24_c04.avi
bench_press,v_BenchPress_g24_c04.avi,496318,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/Archived_Datasets/ucf50/UCF50/BenchPress/v_BenchPress_g24_c04.avi
bench_press,v_BenchPress_g24_c04.avi,496318,3,bench_press,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_BenchPress_g24_c04.avi
bench_press,v_BenchPress_g12_c06.avi,243936,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/BenchPress/v_BenchPress_g12_c06.avi
bench_press,v_BenchPress_g12_c06.avi,243936,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/Archived_Datasets/ucf50/UCF50/BenchPress/v_BenchPress_g12_c06.avi
bench_press,v_BenchPress_g12_c06.avi,243936,3,bench_press,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_BenchPress_g12_c06.avi
bench_press,v_BenchPress_g02_c06.avi,262448,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/BenchPress/v_BenchPress_g02_c06.avi
bench_press,v_BenchPress_g02_c06.avi,262448,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/Archived_Datasets/ucf50/UCF50/BenchPress/v_BenchPress_g02_c06.avi
bench_press,v_BenchPress_g02_c06.avi,262448,3,bench_press,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_BenchPress_g02_c06.avi
bench_press,v_BenchPress_g25_c01.avi,318740,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/BenchPress/v_BenchPress_g25_c01.avi
bench_press,v_BenchPress_g25_c01.avi,318740,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/Archived_Datasets/ucf50/UCF50/BenchPress/v_BenchPress_g25_c01.avi
bench_press,v_BenchPress_g25_c01.avi,318740,3,bench_press,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_BenchPress_g25_c01.avi
bench_press,v_BenchPress_g03_c03.avi,440110,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/BenchPress/v_BenchPress_g03_c03.avi
bench_press,v_BenchPress_g03_c03.avi,440110,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/Archived_Datasets/ucf50/UCF50/BenchPress/v_BenchPress_g03_c03.avi
bench_press,v_BenchPress_g03_c03.avi,440110,3,bench_press,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_BenchPress_g03_c03.avi
bench_press,v_BenchPress_g13_c03.avi,598048,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/BenchPress/v_BenchPress_g13_c03.avi
bench_press,v_BenchPress_g13_c03.avi,598048,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/Archived_Datasets/ucf50/UCF50/BenchPress/v_BenchPress_g13_c03.avi
bench_press,v_BenchPress_g13_c03.avi,598048,3,bench_press,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_BenchPress_g13_c03.avi
bench_press,v_BenchPress_g13_c02.avi,298170,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/BenchPress/v_BenchPress_g13_c02.avi
bench_press,v_BenchPress_g13_c02.avi,298170,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/Archived_Datasets/ucf50/UCF50/BenchPress/v_BenchPress_g13_c02.avi
bench_press,v_BenchPress_g13_c02.avi,298170,3,bench_press,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_BenchPress_g13_c02.avi
bench_press,v_BenchPress_g03_c02.avi,296766,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/BenchPress/v_BenchPress_g03_c02.avi
bench_press,v_BenchPress_g03_c02.avi,296766,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/Archived_Datasets/ucf50/UCF50/BenchPress/v_BenchPress_g03_c02.avi
bench_press,v_BenchPress_g03_c02.avi,296766,3,bench_press,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_BenchPress_g03_c02.avi
bench_press,v_BenchPress_g02_c07.avi,284020,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/BenchPress/v_BenchPress_g02_c07.avi
bench_press,v_BenchPress_g02_c07.avi,284020,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/Archived_Datasets/ucf50/UCF50/BenchPress/v_BenchPress_g02_c07.avi
bench_press,v_BenchPress_g02_c07.avi,284020,3,bench_press,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_BenchPress_g02_c07.avi
bench_press,v_BenchPress_g12_c07.avi,226274,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/BenchPress/v_BenchPress_g12_c07.avi
bench_press,v_BenchPress_g12_c07.avi,226274,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/Archived_Datasets/ucf50/UCF50/BenchPress/v_BenchPress_g12_c07.avi
bench_press,v_BenchPress_g12_c07.avi,226274,3,bench_press,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_BenchPress_g12_c07.avi
bench_press,v_BenchPress_g24_c05.avi,340338,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/BenchPress/v_BenchPress_g24_c05.avi
bench_press,v_BenchPress_g24_c05.avi,340338,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/Archived_Datasets/ucf50/UCF50/BenchPress/v_BenchPress_g24_c05.avi
bench_press,v_BenchPress_g24_c05.avi,340338,3,bench_press,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_BenchPress_g24_c05.avi
bench_press,v_BenchPress_g24_c07.avi,237988,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/BenchPress/v_BenchPress_g24_c07.avi
bench_press,v_BenchPress_g24_c07.avi,237988,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/Archived_Datasets/ucf50/UCF50/BenchPress/v_BenchPress_g24_c07.avi
bench_press,v_BenchPress_g24_c07.avi,237988,3,bench_press,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_BenchPress_g24_c07.avi
bench_press,v_BenchPress_g02_c05.avi,270222,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/BenchPress/v_BenchPress_g02_c05.avi
bench_press,v_BenchPress_g02_c05.avi,270222,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/Archived_Datasets/ucf50/UCF50/BenchPress/v_BenchPress_g02_c05.avi
bench_press,v_BenchPress_g02_c05.avi,270222,3,bench_press,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_BenchPress_g02_c05.avi
bench_press,v_BenchPress_g12_c05.avi,269778,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/BenchPress/v_BenchPress_g12_c05.avi
bench_press,v_BenchPress_g12_c05.avi,269778,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/Archived_Datasets/ucf50/UCF50/BenchPress/v_BenchPress_g12_c05.avi
bench_press,v_BenchPress_g12_c05.avi,269778,3,bench_press,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_BenchPress_g12_c05.avi
bench_press,v_BenchPress_g25_c02.avi,318458,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/BenchPress/v_BenchPress_g25_c02.avi
bench_press,v_BenchPress_g25_c02.avi,318458,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/Archived_Datasets/ucf50/UCF50/BenchPress/v_BenchPress_g25_c02.avi
bench_press,v_BenchPress_g25_c02.avi,318458,3,bench_press,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_BenchPress_g25_c02.avi
bench_press,v_BenchPress_g03_c01.avi,274014,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/BenchPress/v_BenchPress_g03_c01.avi
bench_press,v_BenchPress_g03_c01.avi,274014,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/Archived_Datasets/ucf50/UCF50/BenchPress/v_BenchPress_g03_c01.avi
bench_press,v_BenchPress_g03_c01.avi,274014,3,bench_press,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_BenchPress_g03_c01.avi
bench_press,v_BenchPress_g13_c01.avi,429988,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/BenchPress/v_BenchPress_g13_c01.avi
bench_press,v_BenchPress_g13_c01.avi,429988,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/Archived_Datasets/ucf50/UCF50/BenchPress/v_BenchPress_g13_c01.avi
bench_press,v_BenchPress_g13_c01.avi,429988,3,bench_press,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_BenchPress_g13_c01.avi
bench_press,v_BenchPress_g25_c03.avi,295946,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/BenchPress/v_BenchPress_g25_c03.avi
bench_press,v_BenchPress_g25_c03.avi,295946,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/Archived_Datasets/ucf50/UCF50/BenchPress/v_BenchPress_g25_c03.avi
bench_press,v_BenchPress_g25_c03.avi,295946,3,bench_press,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_BenchPress_g25_c03.avi
bench_press,v_BenchPress_g12_c04.avi,329422,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/BenchPress/v_BenchPress_g12_c04.avi
bench_press,v_BenchPress_g12_c04.avi,329422,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/Archived_Datasets/ucf50/UCF50/BenchPress/v_BenchPress_g12_c04.avi
bench_press,v_BenchPress_g12_c04.avi,329422,3,bench_press,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_BenchPress_g12_c04.avi
bench_press,v_BenchPress_g02_c04.avi,337138,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/BenchPress/v_BenchPress_g02_c04.avi
bench_press,v_BenchPress_g02_c04.avi,337138,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/Archived_Datasets/ucf50/UCF50/BenchPress/v_BenchPress_g02_c04.avi
bench_press,v_BenchPress_g02_c04.avi,337138,3,bench_press,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_BenchPress_g02_c04.avi
bench_press,v_BenchPress_g24_c06.avi,250574,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/BenchPress/v_BenchPress_g24_c06.avi
bench_press,v_BenchPress_g24_c06.avi,250574,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/Archived_Datasets/ucf50/UCF50/BenchPress/v_BenchPress_g24_c06.avi
